Primary DBID	Systematic Name	Standard Name	Name	Feature Type	Function Summary	Description	Gene Summary
S000002856	YDR448W	ADA2	transcriptional ADAptor	ORF	Chromatin-binding subunit of the SAGA and SLIK histone acetyltransferase complexes and the Ada2/Gcn5/Ada3 transcription activator complex; also binds phosphatidylserine; involved in chromatin modification and RNA polymerase II transcription activation	Transcription coactivator; component of the ADA and SAGA transcriptional adaptor/HAT (histone acetyltransferase) complexes	
S000002857	YDR449C	UTP6	U Three Protein	ORF	Nucleolar U3-snoRNA binding protein involved in rRNA processing and maturation of small ribosomal subunit; part of 90S preribosome and small-subunit processome	Nucleolar protein; component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA	
S000002858	YDR450W	RPS18A	Ribosomal Protein of the Small subunit	ORF	Subunit of the cytosolic small ribosomal subunit; involved in rRNA processing and nuclear export	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S18 and bacterial S13; RPS18A has a paralog, RPS18B, that arose from the whole genome duplication; protein increases in abundance and relocalizes from cytoplasm to nuclear foci upon DNA replication stress"	
S000002859	YDR451C	YHP1	Yeast Homeo-Protein	ORF	Sequence-specific DNA binding transcription factor involved in the negative regulation of transcription by RNA polymerase II during the G1/S transition of the mitotic cell cycle	"Homeobox transcriptional repressor; binds Mcm1p and early cell cycle box (ECB) elements of cell cycle regulated genes, thereby restricting ECB-mediated transcription to the M/G1 interval; YHP1 has a paralog, YOX1, that arose from the whole genome duplication"	
S000002860	YDR452W	PPN1		ORF		"Dual endo- and exopolyphosphatase with a role in phosphate metabolism; acts as both an endopolyphosphatase cleaving long chains of polyphosphate distributively to generate shorter polymer chains and as an exopolyphosphatase catalyzing the hydrolysis of terminal phosphate from polyphosphate; localizes to the vacuole, nucleus and cytosol; functions as a homodimer; relocalizes from vacuole to cytoplasm upon DNA replication stress"	
S000002861	YDR453C	TSA2	Thiol-Specific Antioxidant	ORF		"Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen, nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog, TSA1, that arose from the whole genome duplication"	
S000002862	YDR454C	GUK1	GUanylate Kinase	ORF	"Guanylate kinase, involved in the biosynthesis of guanosine diphosphate (GDP); localizes to both the nucleus and cytoplasm"	Guanylate kinase; converts GMP to GDP; required for growth and mannose outer chain elongation of cell wall N-linked glycoproteins	
S000002863	YDR455C			ORF		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YDR456W"	
S000002864	YDR456W	NHX1	Na+/H+ eXchanger	ORF	"Sodium:proton and potassium:proton antiporter involved in sodium ion and potassium ion transmembrane transport; has role in vacuolar acidification and cellular monovalent inorganic cation homeostasis; localizes to vacuolar membranes, trans-Golgi network and endosomes"	"Na+/H+ and K+/H+ exchanger; required for intracellular sequestration of Na+ and K+; located in the vacuole and late endosome compartments; required for osmotolerance to acute hypertonic shock and for vacuolar fusion; ortholog of human NHE9, which is linked to autism"	
S000002865	YDR457W	TOM1	Temperature dependent Organization in Mitotic nucleus or Trigger Of Mitosis	ORF		E3 ubiquitin ligase of the hect-domain class; has a role in mRNA export from the nucleus and may regulate transcriptional coactivators; involved in degradation of excess histones; interacts with Dia2p and is required for Dia2p degradation; required to target Cdc6p for ubiquitin-mediated destruction during G1 phase	
S000002866	YDR458C	HEH2	Helix-Extension-Helix domain	ORF	Protein whose biological role is unknown; localizes to the nuclear envelope in a large-scale study	"Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif, nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog, SRC1, that arose from the whole genome duplication"	
S000002867	YDR459C	PFA5	Protein Fatty Acyltransferase	ORF		Palmitoyltransferase with autoacylation activity; likely functions in pathway(s) outside Ras; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain	
S000002868	YDR460W	TFB3	Transcription Factor B subunit 3	ORF	"Subunit of holo TFIIH and TFIIK complexes involved in core RNA polymerase binding transcription factor activity; contributes to phosphorylation of RNA polymerase II C-terminal domain, nucleotide-excision repair, and transcription by RNA polymerase II"	"Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation, required for nucleotide excision repair; ring finger protein similar to mammalian CAK and TFIIH subunit"	
S000002869	YDR461W	MFA1	Mating Factor A	ORF	Mating pheromone involved in pheromone-dependent signal transduction as part of conjugation with cellular fusion; localizes to extracellular region and endoplasmic reticulum	"Mating pheromone a-factor; made by a cells; interacts with alpha cells to induce cell cycle arrest and other responses leading to mating; biogenesis involves C-terminal modification, N-terminal proteolysis, and export; also encoded by MFA2"	
S000002870	YDR462W	MRPL28	"Mitochondrial Ribosomal Protein, Large subunit"	ORF	"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"	Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress	
S000002871	YDR463W	STP1	Species-specific tRNA Processing	ORF	"Sequence-specific DNA binding RNA polymerase II transcription activator; localizes to nucleus, cytoplasm, and plasma membrane"	"Transcription factor; contains a N-terminal regulatory motif (RI) that acts as a cytoplasmic retention determinant and as an Asi dependent degron in the nucleus; undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids; activates transcription of amino acid permease genes and may have a role in tRNA processing; STP1 has a paralog, STP2, that arose from the whole genome duplication"	
S000002872	YDR464W	SPP41	Suppressor of PrP4	ORF		Protein of unknown function; involved in negative regulation of expression of spliceosome components PRP4 and PRP3; relocalizes to the cytosol in response to hypoxia	
S000002873	YDR465C	RMT2	aRginine MeThyltransferase	ORF		Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67; relative distribution to the nucleus increases upon DNA replication stress	
S000002874	YDR466W	PKH3	Pkb-activating Kinase Homolog	ORF		Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p; yeast Pkh1p and Pkh2p are two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant	
S000002875	YDR467C			ORF		"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	
S000002876	YDR468C	TLG1	T-snare affecting a Late Golgi compartment	ORF		Essential t-SNARE that mediates fusion of vesicles with the late Golgi; forms a complex with Tlg2p and Vti1p; mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT (Vps fifty-three) through interaction with Vps51p	
S000002877	YDR469W	SDC1	"Set1c, homolog of Dpy30 from C.elegans"	ORF	Subunit of the COMPASS complex; involved in transferring methyl groups to position 4 of histone H3; involved in subtelomeric heterochromatin assembly	Subunit of the COMPASS (Set1C) complex; COMPASS methylates lysine 4 of histone H3 and is required in chromatin silencing at telomeres; contains a Dpy-30 domain that mediates interaction with Bre2p; similar to C. elegans and human DPY-30	
S000002878	YDR470C	UGO1	UGO (Japanese for fusion)	ORF	Integral outer mitochondrial membrane protein involved in mitochondrial fusion	Outer membrane component of the mitochondrial fusion machinery; binds to Fzo1p and Mgm1p to link these two GTPases during mitochondrial fusion; involved in fusion of both the outer and inner membranes; facilitates dimerization of Fzo1p during fusion; import into the outer membrane is mediated by Tom70p and Mim1p; has similarity to carrier proteins but likely not a transporter; similar to human SLC25A46 implicated in optic atroprophy spectrum disorder and Leigh syndrome	
S000002879	YDR471W	RPL27B	Ribosomal Protein of the Large subunit	ORF	Subunit of the cytosolic large ribosomal subunit; involved in translation	"Ribosomal 60S subunit protein L27B; homologous to mammalian ribosomal protein L27, no bacterial homolog; RPL27B has a paralog, RPL27A, that arose from the whole genome duplication"	
S000002880	YDR472W	TRS31	TRapp Subunit	ORF	"Subunit of multiple TRAPP complexes (TRAPPI, TRAPPII, and TRAPPIII); contributes to Rab family guanyl-nucleotide exchange factor activity; involved in ER-Golgi vesicle-mediated transport; localizes to the cytosol in high-throughput studies"	"Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factor for the GTPase Ypt1p, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII)"	
S000002881	YDR473C	PRP3	Pre-mRNA Processing	ORF		Splicing factor; component of the U4/U6-U5 snRNP complex	
S000002883	YDR475C	JIP4	Jumonji domain Interacting Protein	ORF	Protein whose biological role and cellular location are unknown	"Protein of unknown function; previously annotated as two separate ORFs, YDR474C and YDR475C, which were merged as a result of corrections to the systematic reference sequence; JIP4 has a paralog, YOR019W, that arose from the whole genome duplication"	
S000002884	YDR476C			ORF	Protein whose biological role is unknown; localizes to the endoplasmic reticulum in a large-scale study	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene	
S000002885	YDR477W	SNF1	Sucrose NonFermenting	ORF	AMP-activated serine/threonine kinase subunit of the AMP-activated protein kinase complex; also serves as guanine nucleotide exchange factor (GEF) specific for Arf3p in response to glucose depletion; regulates both pseudohyphal and filamentous growth in response to starvation and carbohydrate metabolic process; inhibits translation of GCN4; involved in mitotic spindle alignment along the mother-bud axis	"AMP-activated S/T protein kinase; complexes with Snf4p and a Sip1p/Sip2p/Gal83p family member; required for glucose-repressed gene transcription, heat shock, sporulation, and peroxisome biogenesis; active form involved in mitotic spindle alignment in non-limiting glucose; regulates Hxk2p nucleocytoplasmic shuttling; regulates filamentous growth and acts as a non-canonical GEF-activating Arf3p during invasive growth; sumoylation inhibits Snf1p, targeting it for Ub-ligase mediated destruction"	
